# L=5, N=5, T=1.0, sym gs
#          U         Eg                 S₁(ℓ=2)              S₁acc(ℓ=2)                 S₂(ℓ=2)              S₂acc(ℓ=2)                 EN(ℓ=2)              ENacc(ℓ=2)
    7.200000     -2.865709008626E+00      6.691630448526E-01      5.779430880679E-02      3.790746064365E-01      2.804430484321E-02      1.153879412601E+00      1.735238914476E-01
    7.300000     -2.825787511285E+00      6.578078810920E-01      5.741079530168E-02      3.690714700893E-01      2.811176209185E-02      1.145057920530E+00      1.717540642749E-01
    7.400000     -2.786842019293E+00      6.466089920368E-01      5.700520214213E-02      3.593513672861E-01      2.816415058809E-02      1.136255515150E+00      1.699536977835E-01
    7.500000     -2.748845575815E+00      6.355717777970E-01      5.657913320381E-02      3.499110216572E-01      2.820182390650E-02      1.127477967169E+00      1.681267792785E-01
    7.600000     -2.711771667587E+00      6.247009327034E-01      5.613417003698E-02      3.407465583889E-01      2.822516892827E-02      1.118730748675E+00      1.662771317373E-01
    7.700000     -2.675594256975E+00      6.140004707734E-01      5.567186394361E-02      3.318535799174E-01      2.823460119306E-02      1.110019026569E+00      1.644084066283E-01
    7.800000     -2.640287809602E+00      6.034737546329E-01      5.519372912712E-02      3.232272377132E-01      2.823056043057E-02      1.101347658996E+00      1.625240788243E-01
    7.900000     -2.605827317747E+00      5.931235271351E-01      5.470123687465E-02      3.148622997851E-01      2.821350630648E-02      1.092721194482E+00      1.606274434273E-01
    8.000000     -2.572188319729E+00      5.829519449776E-01      5.419581071938E-02      3.067532136575E-01      2.818391440896E-02      1.084143873472E+00      1.587216143141E-01
    8.100000     -2.539346915527E+00      5.729606136820E-01      5.367882252190E-02      2.988941646911E-01      2.814227249461E-02      1.075619631973E+00      1.568095242136E-01
    8.200000     -2.507279778875E+00      5.631506233713E-01      5.315158940292E-02      2.912791297042E-01      2.808907700602E-02      1.067152107009E+00      1.548939261286E-01
    8.300000     -2.475964166119E+00      5.535225848454E-01      5.261537145612E-02      2.839019259375E-01      2.802482986739E-02      1.058744643632E+00      1.529773959240E-01
    8.400000     -2.445377922081E+00      5.440766655232E-01      5.207137016824E-02      2.767562554627E-01      2.795003555941E-02      1.050400303210E+00      1.510623359095E-01
    8.500000     -2.415499483193E+00      5.348126248848E-01      5.152072747320E-02      2.698357451894E-01      2.786519847068E-02      1.042121872782E+00      1.491509792573E-01
    8.600000     -2.386307878183E+00      5.257298491063E-01      5.096452536891E-02      2.631339826630E-01      2.777082051918E-02      1.033911875244E+00      1.472453951060E-01
    8.700000     -2.357782726525E+00      5.168273846356E-01      5.040378602754E-02      2.566445478736E-01      2.766739903483E-02      1.025772580174E+00      1.453474942153E-01
    8.800000     -2.329904234931E+00      5.081039705115E-01      4.983947233373E-02      2.503610413168E-01      2.755542489157E-02      1.017706015121E+00      1.434590350472E-01
    8.900000     -2.302653192084E+00      4.995580692713E-01      4.927248878882E-02      2.442771085560E-01      2.743538087619E-02      1.009713977204E+00      1.415816301641E-01
    9.000000     -2.276010961844E+00      4.911878963345E-01      4.870368272413E-02      2.383864615455E-01      2.730774027974E-02      1.001798044873E+00      1.397167528439E-01
    9.100000     -2.249959475119E+00      4.829914477879E-01      4.813384577022E-02      2.326828969697E-01      2.717296569667E-02      9.939595897221E-01      1.378657438272E-01
    9.200000     -2.224481220595E+00      4.749665265251E-01      4.756371553444E-02      2.271603118513E-01      2.703150801653E-02      9.861997882411E-01      1.360298181198E-01
    9.300000     -2.199559234484E+00      4.671107667236E-01      4.699397744335E-02      2.218127166744E-01      2.688380559297E-02      9.785196334292E-01      1.342100717871E-01
    9.400000     -2.175177089476E+00      4.594216566628E-01      4.642526671124E-02      2.166342462581E-01      2.673028357485E-02      9.709199461867E-01      1.324074886840E-01
    9.500000     -2.151318883002E+00      4.518965599052E-01      4.585817040058E-02      2.116191686038E-01      2.657135338488E-02      9.634013864296E-01      1.306229470744E-01
    9.600000     -2.127969224971E+00      4.445327348802E-01      4.529322954409E-02      2.067618919268E-01      2.640741233141E-02      9.559644638772E-01      1.288572261027E-01
    9.700000     -2.105113225087E+00      4.373273529181E-01      4.473094130222E-02      2.020569700715E-01      2.623884333985E-02      9.486095484731E-01      1.271110120858E-01
    9.800000     -2.082736479849E+00      4.302775147948E-01      4.417176113338E-02      1.974991064909E-01      2.606601479088E-02      9.413368804109E-01      1.253849046012E-01
    9.900000     -2.060825059334E+00      4.233802658529E-01      4.361610495762E-02      1.930831569614E-01      2.588928045327E-02      9.341465797436E-01      1.236794223522E-01
   10.000000     -2.039365493853E+00      4.166326097694E-01      4.306435129726E-02      1.888041311877E-01      2.570897950000E-02      9.270386555621E-01      1.219950087973E-01
